,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Google Place Id,Occupancy
10,18303709,Burma Burma,1,Gurgaon,"Ground Floor, Shop 6, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0887329,28.4946295,"Asian, Burmese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,563,ChIJF6QrXDgZDTkRXOymqHJU35o,61.58730158730158
11,18277179,Yum Yum Cha,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0885987,28.4950762,"Chinese, Japanese, Sushi",1800,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,407,ChIJ0yFk8TgZDTkRcumABA0rmQ4,70.4636826588046
12,18383453,Circus,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08886770000001,28.495763,"North Indian, Chinese, Italian",1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,230,ChIJrar6bzgZDTkRmctEKY99SuE,71.9186473903455
13,306128,Italiano,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.088598,28.495109600000003,Italian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,625,ChIJybaLYzgZDTkRQMBFCuZtnV4,73.03465765004226
14,305862,Pita Pit,1,Gurgaon,"K3-B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886429,28.4950691,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,870,ChIJFQztYTgZDTkRwJW9c_aRbNo,34.523809523809526
15,307309,Raasta,1,Gurgaon,"2nd Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0883732,28.495312100000003,"Continental, Italian",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.8,Yellow,Good,1065,ChIJaep3ikcZDTkRjsVmd5MAWeA,73.58168147641831
16,306001,Starbucks,1,Gurgaon,"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08919820000001,28.4956457,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,560,ChIJ67j2yv0YDTkRxuRnpvLo49E,70.2061667578909
17,308016,Sutra Gastropub,1,Gurgaon,"201-202, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0883282,28.4948147,"Mediterranean, European, American, North Indian",2300,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,1046,ChIJZe-lijgZDTkRLG8dBVL_H1s,76.36363636363636
18,18336509,Taco Bell,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0883113,28.494263899999996,"Mexican, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,176,ChIJ2385XTgZDTkRvGz9kLSHLkc,71.91659272404614
19,18292448,Wendy's,1,Gurgaon,"2-A, UGF/A, Ground Floor, Building 10, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0875189,28.494916200000002,"Burger, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,296,ChIJmYKsjDgZDTkRlvIOJ_HMASM,73.5485103132162
20,306946,Cafe Delhi Heights,1,Gurgaon,"Shop 10, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08868790000001,28.495207899999997,"Continental, American, Italian, Seafood, North Indian, Cafe",2000,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,1840,ChIJX6P0lt4YDTkRxe3E60AkvNU,66.59959758551308
21,18289242,Cyber Hub Social,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08850799999999,28.493935600000004,"Continental, American, Asian, North Indian",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,716,ChIJcZQiRTgZDTkR1NzcWoqONvc,71.49168945928885
22,306153,Dhaba By Claridges,1,Gurgaon,"1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08868790000001,28.495387100000006,North Indian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.0,Green,Very Good,1658,ChIJpV08cjgZDTkRkkiaUcC-oOo,78.1954887218045
23,308022,Farzi Cafe,1,Gurgaon,"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08868790000001,28.495207899999997,Modern Indian,2200,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,4385,ChIJQWalWw8iDTkRK5nMn8laNhg,70.6989879971758
24,305905,Hard Rock Cafe,1,Gurgaon,"Unit 4/5/104/105, R Block, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08850799999999,28.4949217,"Mediterranean, Mexican, North Indian, American",2500,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,1949,ChIJ_____ysZDTkRPhviawQY78Q,44.241982507288625
25,18208920,Quaff,1,Gurgaon,"Tower B, Building 10, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0880651,28.494422399999998,"American, Italian, Chinese",1750,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,353,ChIJIQAAADAYDTkRp581qaKmibk,67.54708314193846
26,306046,SodaBottleOpenerWala,1,Gurgaon,"3, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08850799999999,28.494832000000002,"Parsi, Iranian",1300,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,2843,ChIJ2-P-YDgZDTkRcsg0SSB_3CE,70.73015873015873
27,4992,Knight Rider,1,Gurgaon,"Near DLF Phase 2 Rapid Metro Station, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.0933407,28.487788199999997,"North Indian, Continental",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,185,ChIJS2F2dToZDTkRA34Ni0fk50w,51.01237345331834
28,300749,Chaayos,1,Gurgaon,"Ground Floor, Tower B Atrium, Building 5, Near Indian Oil Petrol Pump, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.09210490000001,28.489799199999997,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,393,ChIJ____v-EYDTkRosqIDCcuGKY,66.55688211884177
29,278,Nooba,1,Gurgaon,"Premises 2G, Building 10, Tower A, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.0875639,28.4942482,Chinese,1500,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,333,ChIJ8xfDerQYDTkRfMoSEEcIsoc,71.12554112554112
30,225,Domino's Pizza,1,Gurgaon,"UGF/RTC 9, Building 8, Tower C, DLF- 2, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.08904759999999,28.494525300000003,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,125,ChIJMW8zHa8ZDTkRAy3jrYvLqD4,71.15995115995116
31,18337929,Indigo Delicatessen,1,Gurgaon,"UGF/B/2C, Building 10B, DLF Cyber Hub, Gurgaon, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.0884181,28.494016600000002,"European, Continental",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,205,ChIJTScMijgZDTkR_HTMvveuCHU,69.98191681735986
32,5960,Escape Terrace Bar Kitchen,1,Gurgaon,"R-2, Level 2, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08221329999999,28.467154100000002,Finger Food,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,294,ChIJDbWyf94YDTkRt7zI3K7MsLc,64.2120765832106
33,3346,Chef Style,1,Gurgaon,"SF 89-81, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0817637,28.4673798,"North Indian, Mughlai",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,239,ChIJHZ_HcoAYDTkRNNl4z55G-Cs,77.34693877551021
34,308889,The Breakfast Club,1,Gurgaon,"SF-35, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08194350000001,28.4671282,"Continental, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,189,ChIJvUBeCegYDTkRaA7IIuFg63U,58.84943572804844
35,302152,Starbucks,1,New Delhi,"1st Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.15541266,28.54089671,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,256,ChIJHbDBfDb9DDkR0LuEc0pARFU,85.71428571428571
36,307113,Diggin,1,New Delhi,"Anand Lok Shopping Centre, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,"Anand Lok, New Delhi",77.2194983,28.555635499999998,"Italian, Continental, Cafe",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,2131,ChIJ92U3O0DiDDkRSjqiD4pldZ0,70.30033370411569
37,304592,Bobby Tikki Wala,1,New Delhi,"G-1, Ajnara Tower, DDA Market, Plot Number 1, Savita Vihar, Near Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3168615,28.6603647,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,69,ChIJ738YSlf7DDkR3dX3V6MNDZY,71.28445325166636
38,18421481,Chennai Junction,1,New Delhi,"G-3, Pankaj Plaza, LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065547,28.6596493,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,11,ChIJU3XYk2v7DDkRFOUcPg217HM,88.61424678863372
39,310874,Chicken Bite,1,New Delhi,"G 3, Block A, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065301,28.6595397,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,6,ChIJyzrVMB_9DDkRkD_ob7A2p0o,47.12643678160919
40,310877,Fresh n Refresh,1,New Delhi,"Shop 4, Kamal Complex, Central Market, Pocket A, Surajmal Vihar, Near Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3066672,28.659608399999996,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,24,ChIJtYqj3ALkDDkRdILgqIIZBd0,47.289275821131774
41,18361241,Tandoori Nights,1,New Delhi,"Plot 5, Sikka Mansion, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.31698990000001,28.660447499999997,"Mughlai, North Indian",650,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,ChIJGR8kjyUcDTkRiB2hNXGpRLQ,72.40911147986121
42,6092,Chaskaa,1,New Delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3066776,28.6595993,"Chinese, North Indian, Italian",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,220,ChIJ_____9oDDTkRGFEgF6QBUdY,50.111801242236034
43,18377924,The Sweeet Jar,1,New Delhi,"A-276, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3049468,28.6600636,"Cafe, Bakery",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.9,Yellow,Good,106,ChIJGUXz82v7DDkRPTJ9-IiHO6s,66.7779632721202
44,179,McDonald's,1,New Delhi,"BG-02, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.22435859999999,28.562554499999997,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,48,ChIJE1XnnJTjDDkRmjgA6eizOQk,64.55542021924484
45,307843,Pizza Hut Delivery,1,New Delhi,"B-05, Ground Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.22426259999999,28.5625495,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,51,ChIJDUwouhMdDTkRbKTMVBfTEOg,78.40347757360206
46,18414499,Taksim,1,New Delhi,"CG 01, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2239998,28.562556199999996,Continental,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,188,ChIJEQ8-aUTiDDkRruX2z71bnww,49.50607902735563
47,18427565,Kofuku,1,New Delhi,"BG-09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.22493695,28.56257437,"Japanese, Asian",1500,Indian Rupees(Rs.),No,Yes,No,No,3,4.0,Green,Very Good,46,ChIJ3__jQETiDDkRXzRR6BliL2Q,52.736613317526185
48,18395381,The Sky High,1,New Delhi,"C-306 A & 307, T-101 & 102, 3rd Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2243747,28.562282500000002,"Continental, North Indian, Mughlai, Italian",1400,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,387,ChIJk7EPcETiDDkRnvPO4raPAa0,47.53305385359561
49,310281,Haldiram's,1,New Delhi,"1st Floor, ARSS Mall, Opposite Jwalaheri, Paschim Vihar, New Delhi","ARSS Mall, Paschim Vihar","ARSS Mall, Paschim Vihar, New Delhi",77.10154384,28.66894461,"North Indian, South Indian, Chinese, Mithai, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,117,ChIJUZ-i2kn9DDkRiagphJTM52k,66.21458710066305
50,5452,Pizzaon,1,New Delhi,"G-26, Ground Floor, Wardhman Plaza, Asaf Ali Road, New Delhi",Asaf Ali Road,"Asaf Ali Road, New Delhi",77.23196391,28.64244153,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,10,ChIJvQb0giP9DDkRyC6R3lnqaBY,61.34078212290503
51,3322,Bengal Sweet Corner,1,New Delhi,"36, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1725562,28.692666,"North Indian, South Indian, Chinese, Fast Food, Mithai",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,102,ChIJI9BV6nniDDkR5NYC5VXR3ME,67.8983833718245
52,8743,Frontier,1,New Delhi,"14, Building 3, Mohan Bazar, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.17147779999999,28.693189500000003,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,10,ChIJCbfAqZ4CDTkREFE7Mx7t9VQ,59.80233602875112
53,5294,Metro Fast Food,1,New Delhi,"Near Taxi Stand, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.17273440000001,28.693833299999998,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,17,ChIJiVavtNcaDTkRYCxRl9D4BS8,40.079365079365076
54,4651,Nagpal's,1,New Delhi,"Shop 14, Near Major Dhyan Chand Stadium, IB Block Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.16644559999999,28.6848261,Street Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,135,ChIJT2AvS7PjDDkRlUvzqpi1_9s,48.557119007870256
55,300784,Shankar Fast Food,1,New Delhi,"A-5, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.17165759999999,28.6929381,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,74,ChIJSc0-marjDDkRUrnDp_1ONlw,76.0932944606414
56,303093,Master Bakers,1,New Delhi,"G-32 & 33, Usha Chambers, Community Centre, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1728257,28.692512800000003,"Bakery, Desserts, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,199,ChIJkVfqvxACDTkRXjWRYibfvPo,71.3639301874596
57,5296,Chhabra Sweets,1,New Delhi,"26, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1723764,28.693992100000003,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,15,ChIJ1eajxGkCDTkRIhQnP3ZKTrg,51.204265489979775
58,310777,Pizza Hut,1,New Delhi,"B-2/3, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1780375,28.6929229,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.4,Orange,Average,35,ChIJV9zKsDX9DDkRY3XNB14Er4M,69.84126984126985
59,309,Sagar Ratna,1,New Delhi,"B-2/1, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1779476,28.693362,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,278,ChIJy29WSVfiDDkR0FNcTvG5j6M,82.61042578591325
60,18390678,Smelling Salts,1,New Delhi,"C-2/13, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1715677,28.695168199999998,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,53,ChIJ22epZD4CDTkRfUuSXhADCwo,71.98686371100165
61,3329,Wah Ji Wah,1,New Delhi,"9, Community Centre, Near Satyawati College, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.17953609999999,28.6960643,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,142,ChIJHwRcq_DhDDkRhJKGLwYTMCc,85.0169855176113
62,307767,Bell Pepperz,1,New Delhi,"A-4, Community Centre, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.17952009999999,28.696512800000004,"Chinese, Italian, North Indian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,492,ChIJkVfqvxACDTkRzqehz0qKKkE,54.45578231292517
63,2379,Raju Chat Palace,1,New Delhi,"76, Srinagar Colony, Bharat Nagar Road, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.18550350000001,28.680203999999996,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,123,ChIJAQAATJHjDDkR8dj6dw4FhtA,65.67404426559357
64,309390,Seasonings - The Spice Mysteries,1,New Delhi,"B-1/6, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1793165,28.695053100000003,"North Indian, Mughlai, Chinese, Italian",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,274,ChIJc_9ubxECDTkRN5IpGlr3eSo,65.86270871985158
65,1192,Apni Rasoi,1,New Delhi,"1, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi",77.177678,28.6923511,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,78,ChIJu48fylfjDDkRBoRYcYb8roM,63.841138114997044
66,303152,Legends Barbeques,1,Noida,"311A, 2nd Floor, Spice World Mall, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.341371,28.5862391,"North Indian, Chinese, Mediterranean, Asian, Continental",1300,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,1088,ChIJFd1-_6jlDDkRQ-fpXWFdBaM,60.14144271570013
67,304934,Swaad,1,Noida,"3, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364878,28.597062100000006,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,15,ChIJ_2byfbLlDDkRz89v0GEBSVI,76.84210526315789
68,386,Domino's Pizza,1,Noida,"Lower Ground, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3649083,28.597113699999998,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,98,ChIJ6-BHaZPlDDkRM4EBsXmhshM,54.05483405483405
